sentiment_label,rank,phrase,association_score,relevance_score,reference_record_count,hard_label_record_count,effective_reference_weight,probability_fallback_used,selection_basis,method,interpretation
Bearish,1,apple,0.006212305302219445,0.057297194230420685,1381,0,7.5876266687000005,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bearish,2,alphabet,0.0028899713141821853,0.046655100277004764,1381,0,7.5876266687000005,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bearish,3,filed pursuant,0.0024516128290292625,0.013873741581182326,1381,0,7.5876266687000005,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bearish,4,filed,0.0024516128290292625,0.013873741581182326,1381,0,7.5876266687000005,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bearish,5,rule,0.0023952340105403667,0.014223996457497372,1381,0,7.5876266687000005,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bearish,6,pursuant rule,0.0023839976898972805,0.01395365236297505,1381,0,7.5876266687000005,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bearish,7,pursuant,0.0023692326803592748,0.014142027739829897,1381,0,7.5876266687000005,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bearish,8,apple filed,0.0020939055877733544,0.0104387005755337,1381,0,7.5876266687000005,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bearish,9,apple form,0.0018315257571208422,0.019370999421397826,1381,0,7.5876266687000005,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bearish,10,rule 424,0.0015642250283331577,0.008354532448073817,1381,0,7.5876266687000005,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bearish,11,424,0.0015482776270248364,0.00858061211093474,1381,0,7.5876266687000005,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bearish,12,rule 424b2,0.00128362872718598,0.007453852683637755,1381,0,7.5876266687000005,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bearish,13,424b2,0.0012448715209611265,0.010325680665232647,1381,0,7.5876266687000005,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bearish,14,form,0.001223226465296795,0.08217048718145464,1381,0,7.5876266687000005,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bearish,15,alphabet form,0.001169045690989256,0.016475822137341646,1381,0,7.5876266687000005,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Neutral,1,tesla,0.004335680965653746,0.09644738608262098,1381,1381,1364.1864478500001,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Neutral,2,meta platforms,0.0034114690210872087,0.032227823593787834,1381,1381,1364.1864478500001,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Neutral,3,meta,0.0034114690210872087,0.032227823593787834,1381,1381,1364.1864478500001,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Neutral,4,platforms,0.0034114690210872087,0.032227823593787834,1381,1381,1364.1864478500001,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Neutral,5,form,0.002386452659415006,0.08098303633671716,1381,1381,1364.1864478500001,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Neutral,6,nvidia corporation,0.0019004239395184926,0.030993221341360053,1381,1381,1364.1864478500001,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Neutral,7,nvidia,0.0018967165494331376,0.03134667882326382,1381,1381,1364.1864478500001,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Neutral,8,10,0.0017748499254660946,0.04922457221286082,1381,1381,1364.1864478500001,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Neutral,9,corporation form,0.0016370792189041167,0.03475655642761827,1381,1381,1364.1864478500001,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Neutral,10,sec form,0.001544031855173926,0.03982262086163186,1381,1381,1364.1864478500001,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Neutral,11,sec,0.001544031855173926,0.03982262086163186,1381,1381,1364.1864478500001,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Neutral,12,tesla form,0.0012006577417974645,0.01702266505445701,1381,1381,1364.1864478500001,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Neutral,13,px14a6g,0.0011227126953413987,0.014698538370597291,1381,1381,1364.1864478500001,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Neutral,14,form px14a6g,0.001086113733470324,0.01344925328230635,1381,1381,1364.1864478500001,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Neutral,15,platforms 10,0.001072661825103463,0.00830206799454704,1381,1381,1364.1864478500001,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bullish,1,proposed,0.01122448219314537,0.012233061167591902,1381,0,9.225938493199997,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bullish,2,corporation,0.006405794363079503,0.09462896880322423,1381,0,9.225938493199997,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bullish,3,intel,0.005528321276545421,0.06445769870916965,1381,0,9.225938493199997,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bullish,4,intel corporation,0.005528321276545421,0.06445769870916965,1381,0,9.225938493199997,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bullish,5,apple,0.0034612074283050867,0.0545571056009231,1381,0,9.225938493199997,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bullish,6,amendment,0.002183012050564615,0.011777160207910208,1381,0,9.225938493199997,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bullish,7,rule,0.0021269382283102926,0.01395465153709419,1381,0,9.225938493199997,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bullish,8,pursuant rule,0.00207981052715849,0.013648669168700356,1381,0,9.225938493199997,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bullish,9,filed,0.002068077232624919,0.013489859836722587,1381,0,9.225938493199997,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bullish,10,filed pursuant,0.002068077232624919,0.013489859836722587,1381,0,9.225938493199997,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bullish,11,pursuant,0.002067584583320405,0.01383958416478571,1381,0,9.225938493199997,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bullish,12,tesla amendment,0.0019689286313948513,0.009375677473375385,1381,0,9.225938493199997,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bullish,13,apple filed,0.0016945218330817538,0.010039500904601789,1381,0,9.225938493199997,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bullish,14,rule 424,0.0013335212053705546,0.008123514194206585,1381,0,9.225938493199997,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
Bullish,15,424,0.0013205793247753356,0.00835259821780008,1381,0,9.225938493199997,True,positive_tfidf_contrast,reference_only_probability_weighted_tfidf_difference,Reference-only phrase association; probability fallback uses verified sentiment probabilities and is not causality.
